university,level,portrait,prompt_id,engine,model,output_path
Aberdeen University,Bachelors,prince-akachi-J1OScm_uHUQ-unsplash.jpg,P3_Daylight_Natural,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/prince-akachi-J1OScm_uHUQ-unsplash/P3_Daylight_Natural/output.png
Aberdeen University,Bachelors,prince-akachi-J1OScm_uHUQ-unsplash.jpg,P4_Passport_Neutral,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/prince-akachi-J1OScm_uHUQ-unsplash/P4_Passport_Neutral/output.png
Aberdeen University,Bachelors,prince-akachi-J1OScm_uHUQ-unsplash.jpg,P5_Editorial_Soft,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/prince-akachi-J1OScm_uHUQ-unsplash/P5_Editorial_Soft/output.png
Aberdeen University,Bachelors,prince-akachi-J1OScm_uHUQ-unsplash.jpg,P6_HighKey_WhiteBG,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/prince-akachi-J1OScm_uHUQ-unsplash/P6_HighKey_WhiteBG/output.png
Aberdeen University,Bachelors,rachel-mcdermott-0fN7Fxv1eWA-unsplash.jpg,P0_Apple_Studio,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/rachel-mcdermott-0fN7Fxv1eWA-unsplash/P0_Apple_Studio/output.png
Aberdeen University,Bachelors,rachel-mcdermott-0fN7Fxv1eWA-unsplash.jpg,P1_Grad_Generic,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/rachel-mcdermott-0fN7Fxv1eWA-unsplash/P1_Grad_Generic/output.png
Aberdeen University,Bachelors,rachel-mcdermott-0fN7Fxv1eWA-unsplash.jpg,P2_Grad_Parametric,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/rachel-mcdermott-0fN7Fxv1eWA-unsplash/P2_Grad_Parametric/output.png
Aberdeen University,Bachelors,rachel-mcdermott-0fN7Fxv1eWA-unsplash.jpg,P3_Daylight_Natural,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/rachel-mcdermott-0fN7Fxv1eWA-unsplash/P3_Daylight_Natural/output.png
Aberdeen University,Bachelors,rachel-mcdermott-0fN7Fxv1eWA-unsplash.jpg,P4_Passport_Neutral,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/rachel-mcdermott-0fN7Fxv1eWA-unsplash/P4_Passport_Neutral/output.png
Aberdeen University,Bachelors,rachel-mcdermott-0fN7Fxv1eWA-unsplash.jpg,P5_Editorial_Soft,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/rachel-mcdermott-0fN7Fxv1eWA-unsplash/P5_Editorial_Soft/output.png
Aberdeen University,Bachelors,rachel-mcdermott-0fN7Fxv1eWA-unsplash.jpg,P6_HighKey_WhiteBG,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/rachel-mcdermott-0fN7Fxv1eWA-unsplash/P6_HighKey_WhiteBG/output.png
Aberdeen University,Bachelors,stefan-stefancik-QXevDflbl8A-unsplash.jpg,P0_Apple_Studio,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/stefan-stefancik-QXevDflbl8A-unsplash/P0_Apple_Studio/output.png
Aberdeen University,Bachelors,stefan-stefancik-QXevDflbl8A-unsplash.jpg,P1_Grad_Generic,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/stefan-stefancik-QXevDflbl8A-unsplash/P1_Grad_Generic/output.png
Aberdeen University,Bachelors,stefan-stefancik-QXevDflbl8A-unsplash.jpg,P2_Grad_Parametric,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/stefan-stefancik-QXevDflbl8A-unsplash/P2_Grad_Parametric/output.png
Aberdeen University,Bachelors,stefan-stefancik-QXevDflbl8A-unsplash.jpg,P3_Daylight_Natural,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/stefan-stefancik-QXevDflbl8A-unsplash/P3_Daylight_Natural/output.png
Aberdeen University,Bachelors,stefan-stefancik-QXevDflbl8A-unsplash.jpg,P4_Passport_Neutral,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/stefan-stefancik-QXevDflbl8A-unsplash/P4_Passport_Neutral/output.png
Aberdeen University,Bachelors,stefan-stefancik-QXevDflbl8A-unsplash.jpg,P5_Editorial_Soft,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/stefan-stefancik-QXevDflbl8A-unsplash/P5_Editorial_Soft/output.png
Aberdeen University,Bachelors,stefan-stefancik-QXevDflbl8A-unsplash.jpg,P6_HighKey_WhiteBG,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/stefan-stefancik-QXevDflbl8A-unsplash/P6_HighKey_WhiteBG/output.png
Aberdeen University,Bachelors,vince-fleming-j3lf-Jn6deo-unsplash.jpg,P0_Apple_Studio,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/vince-fleming-j3lf-Jn6deo-unsplash/P0_Apple_Studio/output.png
Aberdeen University,Bachelors,vince-fleming-j3lf-Jn6deo-unsplash.jpg,P1_Grad_Generic,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/vince-fleming-j3lf-Jn6deo-unsplash/P1_Grad_Generic/output.png
Aberdeen University,Bachelors,vince-fleming-j3lf-Jn6deo-unsplash.jpg,P2_Grad_Parametric,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/vince-fleming-j3lf-Jn6deo-unsplash/P2_Grad_Parametric/output.png
Aberdeen University,Bachelors,vince-fleming-j3lf-Jn6deo-unsplash.jpg,P3_Daylight_Natural,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/vince-fleming-j3lf-Jn6deo-unsplash/P3_Daylight_Natural/output.png
Aberdeen University,Bachelors,vince-fleming-j3lf-Jn6deo-unsplash.jpg,P4_Passport_Neutral,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/vince-fleming-j3lf-Jn6deo-unsplash/P4_Passport_Neutral/output.png
Aberdeen University,Bachelors,vince-fleming-j3lf-Jn6deo-unsplash.jpg,P5_Editorial_Soft,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/vince-fleming-j3lf-Jn6deo-unsplash/P5_Editorial_Soft/output.png
Aberdeen University,Bachelors,vince-fleming-j3lf-Jn6deo-unsplash.jpg,P6_HighKey_WhiteBG,genai,gemini-2.5-flash-image,experiments/run_20251020-030319/Aberdeen University__Bachelors/vince-fleming-j3lf-Jn6deo-unsplash/P6_HighKey_WhiteBG/output.png
